student_id,avg_job_rate,total_special_time,early_bird_rate,night_owl_rate,lib_visit_count,procrastination_index,delay_stability,avg_job_rate_scaled,total_special_time_scaled,early_bird_rate_scaled,night_owl_rate_scaled,procrastination_index_scaled,delay_stability_scaled,final_score,overall_rank_pct,target_label,diagnostic_report
pjwqzwbj998,0.0,53168,0.0,0.0,0.0,0.5093638717138742,0.2916774409792044,0.0,-0.4140531138635152,-0.4536181586933362,-0.35574545007544334,-0.26010792425772133,0.18278772460189355,-0.6075633482991301,0.398,普通型,"【综合画像：普通型】（综合学习投入度居全校前 60.2%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj882,0.0,267092,0.0,0.0,0.0,0.6345385921054127,0.21016533800576986,0.0,1.8777489032903958,-0.4536181586933362,-0.35574545007544334,0.9965999047475682,-1.6831471076141677,0.42753083984949125,0.6528,普通型,"【综合画像：普通型】（综合学习投入度居全校前 34.7%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 但作业提交存在相对滞后、压哨拖延情况，内在驱动力偶有松懈。"
pjwrqxbj884,0.0,125463,0.0,0.0,0.0,0.5018773206206756,0.3027325937572765,0.0,0.3604547806697863,-0.4536181586933362,-0.35574545007544334,-0.3352701242741617,0.43585682589594094,0.2421067462506118,0.6124,普通型,"【综合画像：普通型】（综合学习投入度居全校前 38.8%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj890,0.0,318165,0.39541984732824426,0.007633587786259542,655.0,0.40248922391779535,0.2952428716989893,0.0,2.4249021185542357,2.541923906545782,-0.006824917977444654,-1.333089802606652,0.26440580497540583,6.29991582770667,0.996,主动学习型,"【综合画像：主动学习型】（综合学习投入度居全校前 0.4%）
诊断归因：该生综合学习投入位于全校前20%，具有高度的内在自驱力。 具备良好的早起自律习惯（早鸟型）。 任务响应迅速，不拖沓，学习状态极佳。"
pjwrqxbj898,0.0,127958,0.0,0.0,0.0,0.6387411285996166,0.3128502491058376,0.0,0.38718411460519797,-0.4536181586933362,-0.35574545007544334,1.038791814563118,0.66746519872114,-1.1052258586512562,0.2808,普通型,"【综合画像：普通型】（综合学习投入度居全校前 71.9%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 但作业提交存在相对滞后、压哨拖延情况，内在驱动力偶有松懈。"
pjwrqxbj901,0.0,81863,0.0,0.0,0.0,0.756165824915825,0.25507600192447644,0.0,-0.106638990706546,-0.4536181586933362,-0.35574545007544334,2.2176922723996735,-0.6550743541584644,-2.7779494217995557,0.0384,被动应付型,"【综合画像：被动应付型】（综合学习投入度居全校前 96.2%）
诊断归因：该生综合学习投入位于全校后20%，内在驱动力呈现不足迹象。 拖延指数显著偏高，习惯性在班级倒数区间提交作业，呈现'死线驱动'特征。 线下晨读习惯缺失且线上任务参与度低于平均水平，存在学业边缘化风险。"
pjwrqxbj905,0.0,79834,0.0,0.0,0.0,0.7679671717171718,0.24864504188656428,0.0,-0.12837599213137577,-0.4536181586933362,-0.35574545007544334,2.33617342315974,-0.8022887174443759,-2.9181675739844524,0.0296,被动应付型,"【综合画像：被动应付型】（综合学习投入度居全校前 97.0%）
诊断归因：该生综合学习投入位于全校后20%，内在驱动力呈现不足迹象。 拖延指数显著偏高，习惯性在班级倒数区间提交作业，呈现'死线驱动'特征。 线下晨读习惯缺失且线上任务参与度低于平均水平，存在学业边缘化风险。"
pjwrqxbj911,0.0,46817,0.4393939393939394,0.022727272727272728,132.0,0.61564559941877,0.33929006804999967,0.0,-0.48209239235000795,2.8750539794379995,0.6830861341254164,0.8069212559886401,1.2727124850226208,1.5860403310993516,0.8344,主动学习型,"【综合画像：主动学习型】（综合学习投入度居全校前 16.6%）
诊断归因：该生综合学习投入位于全校前20%，具有高度的内在自驱力。 具备良好的早起自律习惯（早鸟型）。"
pjwrqxbj913,0.0,206296,0.0,0.0,0.0,0.6114046506574793,0.36130181932407457,0.0,1.226431634377655,-0.4536181586933362,-0.35574545007544334,0.7643437012391386,1.776594631625543,0.008469774445180045,0.5648,普通型,"【综合画像：普通型】（综合学习投入度居全校前 43.5%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 但作业提交存在相对滞后、压哨拖延情况，内在驱动力偶有松懈。"
pjwrqxbj916,0.0,77567,0.0,0.0,0.0,0.5513221752983242,0.26541500188984424,0.0,-0.15266272561096628,-0.4536181586933362,-0.35574545007544334,0.16113790270658102,-0.41839906960657613,-0.7674187870108835,0.3536,普通型,"【综合画像：普通型】（综合学习投入度居全校前 64.6%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj918,0.0,62131,0.0,0.0,0.0,0.4693798047815783,0.32424381355899884,0.0,-0.31803106173401824,-0.4536181586933362,-0.35574545007544334,-0.6615331464760279,0.9282810530634211,-0.1101160739513265,0.534,普通型,"【综合画像：普通型】（综合学习投入度居全校前 46.6%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj919,0.0,11830,0.0,0.0,0.0,0.7630997041165571,0.2817747770296411,0.0,-0.8569137175597268,-0.4536181586933362,-0.35574545007544334,2.2873058513210456,-0.04389917122316534,-3.5978377275741087,0.0128,被动应付型,"【综合画像：被动应付型】（综合学习投入度居全校前 98.7%）
诊断归因：该生综合学习投入位于全校后20%，内在驱动力呈现不足迹象。 拖延指数显著偏高，习惯性在班级倒数区间提交作业，呈现'死线驱动'特征。 线下晨读习惯缺失且线上任务参与度低于平均水平，存在学业边缘化风险。"
pjwrqxbj920,0.0,93625,0.0,0.0,0.0,0.6197426180128086,0.2876344462265405,0.0,0.0193691959661242,-0.4536181586933362,-0.35574545007544334,0.8480538051695262,0.09023748408213948,-1.2823027678967382,0.2376,普通型,"【综合画像：普通型】（综合学习投入度居全校前 76.2%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 但作业提交存在相对滞后、压哨拖延情况，内在驱动力偶有松懈。"
pjwrqxbj923,0.0,182866,0.31095406360424027,0.07773851590106007,283.0,0.4953967545983603,0.18711521229802958,0.0,0.975422298062346,1.9020450286183241,3.197572477509123,-0.4003326067878419,-2.2107992092787367,3.277799933468512,0.952,主动学习型,"【综合画像：主动学习型】（综合学习投入度居全校前 4.8%）
诊断归因：该生综合学习投入位于全校前20%，具有高度的内在自驱力。 具备良好的早起自律习惯（早鸟型）。 任务响应迅速，不拖沓，学习状态极佳。"
pjwrqxbj924,0.0,125363,0.0,0.0,0.0,0.44109819500632574,0.2503531186141403,0.0,0.35938346468039106,-0.4536181586933362,-0.35574545007544334,-0.9454700333351334,-0.7631882679918521,0.8512353393221882,0.7336,普通型,"【综合画像：普通型】（综合学习投入度居全校前 26.6%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj925,0.0,233603,0.0,0.0,0.0,0.5230016687956034,0.2537433078913819,0.0,1.518975891601818,-0.4536181586933362,-0.35574545007544334,-0.12318949288926517,-0.6855817282333067,1.1885472257977467,0.7808,普通型,"【综合画像：普通型】（综合学习投入度居全校前 21.9%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj926,0.0,356859,0.0,0.0,0.0,0.6404027862223705,0.23205079968391865,0.0,2.8394371274908368,-0.4536181586933362,-0.35574545007544334,1.055474241630734,-1.1821559201128877,1.3303447271667665,0.802,主动学习型,"【综合画像：主动学习型】（综合学习投入度居全校前 19.8%）
诊断归因：该生综合学习投入位于全校前20%，具有高度的内在自驱力。"
pjwrqxbj929,0.0,115331,0.0,0.0,0.0,0.8146556109844383,0.29397829723936786,0.0,0.25190904462425884,-0.4536181586933362,-0.35574545007544334,2.8049080603746996,0.23545779055713695,-3.006617174443777,0.0244,被动应付型,"【综合画像：被动应付型】（综合学习投入度居全校前 97.6%）
诊断归因：该生综合学习投入位于全校后20%，内在驱动力呈现不足迹象。 拖延指数显著偏高，习惯性在班级倒数区间提交作业，呈现'死线驱动'特征。 线下晨读习惯缺失且线上任务参与度低于平均水平，存在学业边缘化风险。"
pjwrqxbj932,0.0,335546,0.0,0.0,0.0,0.40209500897621425,0.3050191458517255,0.0,2.6111075506710253,-0.4536181586933362,-0.35574545007544334,-1.3370475746060317,0.4881994479492511,3.4945369665837207,0.9588,主动学习型,"【综合画像：主动学习型】（综合学习投入度居全校前 4.1%）
诊断归因：该生综合学习投入位于全校前20%，具有高度的内在自驱力。 任务响应迅速，不拖沓，学习状态极佳。"
pjwrqxbj935,0.0,95813,0.0,0.0,0.0,0.4992093509819545,0.2879580338578816,0.0,0.042809589814092434,-0.4536181586933362,-0.35574545007544334,-0.3620555512520823,0.09764489243707346,-0.0487530176271615,0.5504,普通型,"【综合画像：普通型】（综合学习投入度居全校前 45.0%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj938,0.0,27213,0.0,0.0,0.0,0.4896063868541595,0.32902847420172915,0.0,-0.6921131789110543,-0.4536181586933362,-0.35574545007544334,-0.45846575423323216,1.0378091431007184,-0.6872655833711583,0.3768,普通型,"【综合画像：普通型】（综合学习投入度居全校前 62.3%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj944,0.0,108214,0.0,0.0,0.0,0.5782314113532684,0.32864113267442996,0.0,0.17566348565899834,-0.4536181586933362,-0.35574545007544334,0.4312966657301551,1.0289423120242722,-0.709251338764493,0.37,普通型,"【综合画像：普通型】（综合学习投入度居全校前 63.0%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj945,0.0,74359,0.0,0.0,0.0,0.6119746661307107,0.2704328658540504,0.0,-0.18703054255076612,-0.4536181586933362,-0.35574545007544334,0.7700664454611622,-0.3035326042279864,-1.4107151467052645,0.2048,普通型,"【综合画像：普通型】（综合学习投入度居全校前 79.5%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 但作业提交存在相对滞后、压哨拖延情况，内在驱动力偶有松懈。"
pjwrqxbj948,0.0,36759,0.0,0.0,0.0,0.4999832460686672,0.2312969063390402,0.0,-0.5898453545633829,-0.4536181586933362,-0.35574545007544334,-0.3542859312261024,-1.1994136744913144,-0.6891775820306167,0.376,普通型,"【综合画像：普通型】（综合学习投入度居全校前 62.4%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj949,0.0,125851,0.0,0.0,0.0,0.5683086503088152,0.2945181304730167,0.0,0.3646114867086399,-0.4536181586933362,-0.35574545007544334,0.3316758201560035,0.2478153865153904,-0.4206824921406998,0.4488,普通型,"【综合画像：普通型】（综合学习投入度居全校前 55.1%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj951,0.0,48758,0.0,0.0,0.0,0.5312317780093447,0.2453584232287467,0.0,-0.46129814899584604,-0.4536181586933362,-0.35574545007544334,-0.040562244750618946,-0.8775243696987617,-0.8743540629385632,0.334,普通型,"【综合画像：普通型】（综合学习投入度居全校前 66.6%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj952,0.0,35500,0.0,0.0,0.0,0.7290053807072021,0.28477339939017493,0.0,-0.6033332228698692,-0.4536181586933362,-0.35574545007544334,1.9450114725586778,0.02474381192996908,-3.0019628541218832,0.0248,被动应付型,"【综合画像：被动应付型】（综合学习投入度居全校前 97.5%）
诊断归因：该生综合学习投入位于全校后20%，内在驱动力呈现不足迹象。 拖延指数显著偏高，习惯性在班级倒数区间提交作业，呈现'死线驱动'特征。 线下晨读习惯缺失且线上任务参与度低于平均水平，存在学业边缘化风险。"
pjwrqxbj955,0.0,155233,0.0,0.0,0.0,0.5244938263113517,0.2817458885587543,0.0,0.6793855507127545,-0.4536181586933362,-0.35574545007544334,-0.10820878411448691,-0.04456047184124249,0.33397617613390523,0.6312,普通型,"【综合画像：普通型】（综合学习投入度居全校前 36.9%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj956,0.0,105766,0.0,0.0,0.0,0.4887416212480385,0.32235710026919867,0.0,0.1494376702386024,-0.4536181586933362,-0.35574545007544334,-0.46714768061635087,0.8850913435918051,0.1629671921616171,0.5976,普通型,"【综合画像：普通型】（综合学习投入度居全校前 40.2%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj965,0.0,64698,0.0,0.0,0.0,0.5338768665463178,0.29447050407158143,0.0,-0.29053038028624195,-0.4536181586933362,-0.35574545007544334,-0.014006535559269034,0.24672514643901564,-0.7301420034203091,0.3648,普通型,"【综合画像：普通型】（综合学习投入度居全校前 63.5%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj967,0.0,141093,0.0,0.0,0.0,0.5550002750688167,0.2738372505328982,0.0,0.527901469812265,-0.4536181586933362,-0.35574545007544334,0.19806466206328038,-0.22560111034179534,-0.12378135094435155,0.5276,普通型,"【综合画像：普通型】（综合学习投入度居全校前 47.2%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj973,0.0,129133,0.3360655737704918,0.014344262295081968,488.0,0.5914886932739187,0.3257838015964718,0.0,0.3997720774805923,2.0922797513641522,0.29991054978903375,0.5643948658211838,0.9635336991797084,1.9276569630235607,0.8688,主动学习型,"【综合画像：主动学习型】（综合学习投入度居全校前 13.1%）
诊断归因：该生综合学习投入位于全校前20%，具有高度的内在自驱力。 具备良好的早起自律习惯（早鸟型）。"
pjwrqxbj974,0.0,144791,0.0,0.0,0.0,0.39840141288716835,0.2482153925378877,0.0,0.5675187351001016,-0.4536181586933362,-0.35574545007544334,-1.3741299112612937,-0.8121240382874148,1.488030487668059,0.8224,主动学习型,"【综合画像：主动学习型】（综合学习投入度居全校前 17.8%）
诊断归因：该生综合学习投入位于全校前20%，具有高度的内在自驱力。 任务响应迅速，不拖沓，学习状态极佳。"
pjwrqxbj977,0.0,292603,0.0,0.0,0.0,0.5173032809454466,0.30920568549678845,0.0,2.1510523253450198,-0.4536181586933362,-0.35574545007544334,-0.18039919626707823,0.5840356473014177,1.8778333629187616,0.8648,主动学习型,"【综合画像：主动学习型】（综合学习投入度居全校前 13.5%）
诊断归因：该生综合学习投入位于全校前20%，具有高度的内在自驱力。 任务响应迅速，不拖沓，学习状态极佳。"
pjwrqxbj978,0.0,147570,0.0,0.0,0.0,0.5746379832607252,0.3094657304869327,0.0,0.5972906064453959,-0.4536181586933362,-0.35574545007544334,0.39521997865834774,0.5899884688745722,-0.25154753090628806,0.4948,普通型,"【综合画像：普通型】（综合学习投入度居全校前 50.5%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj979,0.0,19939,0.0,0.0,0.0,0.35902667198121746,0.3298007118336569,0.0,-0.7700407039796653,-0.4536181586933362,-0.35574545007544334,-1.769437725864634,1.0554868258447352,0.5457788631916327,0.6796,普通型,"【综合画像：普通型】（综合学习投入度居全校前 32.0%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj980,0.0,31898,0.0,0.0,0.0,0.6222711619079578,0.26000361407139955,0.0,-0.6419220248078864,-0.4536181586933362,-0.35574545007544334,0.8734394493241774,-0.5422738888387143,-1.9689796328254001,0.0964,被动应付型,"【综合画像：被动应付型】（综合学习投入度居全校前 90.4%）
诊断归因：该生综合学习投入位于全校后20%，内在驱动力呈现不足迹象。 拖延指数显著偏高，习惯性在班级倒数区间提交作业，呈现'死线驱动'特征。 线下晨读习惯缺失且线上任务参与度低于平均水平，存在学业边缘化风险。"
pjwrqxbj983,0.0,35270,0.0,0.0,0.0,0.4847025077855386,0.33056138111663336,0.0,-0.6057972496454783,-0.4536181586933362,-0.35574545007544334,-0.5076988837241904,1.0728996916539415,-0.5517165246146242,0.4116,普通型,"【综合画像：普通型】（综合学习投入度居全校前 58.8%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj984,0.0,85924,0.0,0.0,0.0,0.45830060155442537,0.24225477402940737,0.0,-0.06313284837720459,-0.4536181586933362,-0.35574545007544334,-0.7727642432274527,-0.9485715754114417,0.25601323615691196,0.6144,普通型,"【综合画像：普通型】（综合学习投入度居全校前 38.6%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj985,0.0,43943,0.0,0.0,0.0,0.4748234380322676,0.3162432209166786,0.0,-0.5128820138852277,-0.4536181586933362,-0.35574545007544334,-0.6068810849177806,0.7451354348655667,-0.3596190876607833,0.4644,普通型,"【综合画像：普通型】（综合学习投入度居全校前 53.6%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj988,0.0,78282,0.0,0.0,0.0,0.6613955250797114,0.2315171684997084,0.0,-0.14500281628679018,-0.4536181586933362,-0.35574545007544334,1.2662335642141085,-1.1943715418163188,-1.8648545391942348,0.1108,被动应付型,"【综合画像：被动应付型】（综合学习投入度居全校前 88.9%）
诊断归因：该生综合学习投入位于全校后20%，内在驱动力呈现不足迹象。 拖延指数显著偏高，习惯性在班级倒数区间提交作业，呈现'死线驱动'特征。 线下晨读习惯缺失且线上任务参与度低于平均水平，存在学业边缘化风险。"
pjwrqxbj991,0.0,129344,0.0,0.0,0.0,0.5787612366937954,0.2522673088144136,0.0,0.40203255421821626,-0.4536181586933362,-0.35574545007544334,0.4366159159059336,-0.7193695706464933,-0.4882015203810536,0.4272,普通型,"【综合画像：普通型】（综合学习投入度居全校前 57.3%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj992,0.0,48639,0.0,0.0,0.0,0.7419480523297834,0.20555919906379075,0.0,-0.4625730150232264,-0.4536181586933362,-0.35574545007544334,2.074951101786258,-1.7885885669845238,-2.9911422755028205,0.0256,被动应付型,"【综合画像：被动应付型】（综合学习投入度居全校前 97.4%）
诊断归因：该生综合学习投入位于全校后20%，内在驱动力呈现不足迹象。 拖延指数显著偏高，习惯性在班级倒数区间提交作业，呈现'死线驱动'特征。 线下晨读习惯缺失且线上任务参与度低于平均水平，存在学业边缘化风险。"
pjwrqxbj993,0.0,153858,0.0,0.0,0.0,0.45301412243250133,0.3972787087246844,0.0,0.6646549558585697,-0.4536181586933362,-0.35574545007544334,-0.8258385355415424,2.600159827940759,1.036875332706776,0.7648,普通型,"【综合画像：普通型】（综合学习投入度居全校前 23.5%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrqxbj994,0.0,212410,0.0,0.0,0.0,0.6319538419251234,0.2840796114304703,0.0,1.291931893969281,-0.4536181586933362,-0.35574545007544334,0.9706499703084732,0.008861960364847156,-0.13233623503252845,0.5256,普通型,"【综合画像：普通型】（综合学习投入度居全校前 47.4%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 但作业提交存在相对滞后、压哨拖延情况，内在驱动力偶有松懈。"
pjwrqxbj998,0.0,73517,0.0,0.0,0.0,0.4709090051787943,0.26287048447941935,0.0,-0.1960510231814742,-0.4536181586933362,-0.35574545007544334,-0.646180540891704,-0.47664690635836976,-0.003488640983106417,0.5604,普通型,"【综合画像：普通型】（综合学习投入度居全校前 44.0%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwrzxbj996,0.0,503847,0.0,0.0,0.0,0.5982471629023353,0.3311603179137066,0.0,4.414143073983138,-0.4536181586933362,-0.35574545007544334,0.6322473976068242,1.0866102572164456,3.3282775176829773,0.9544,主动学习型,"【综合画像：主动学习型】（综合学习投入度居全校前 4.6%）
诊断归因：该生综合学习投入位于全校前20%，具有高度的内在自驱力。"
pjwtqxbj913,0.0,53325,0.0,0.0,0.0,0.41450857742566544,0.2659181606055079,0.0,-0.4123711477601646,-0.4536181586933362,-0.35574545007544334,-1.2124199452610502,-0.406881008613893,0.34643063880754943,0.6348,普通型,"【综合画像：普通型】（综合学习投入度居全校前 36.5%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwtqxbj914,0.0,208813,0.23809523809523808,0.023809523809523808,42.0,0.3253032572755406,0.2883851759602549,0.0,1.2533966578307336,1.3500958077817717,0.7325543048016477,-2.1080083186237215,0.10742281863515152,4.711500784236227,0.9836,主动学习型,"【综合画像：主动学习型】（综合学习投入度居全校前 1.6%）
诊断归因：该生综合学习投入位于全校前20%，具有高度的内在自驱力。 具备良好的早起自律习惯（早鸟型）。 任务响应迅速，不拖沓，学习状态极佳。"
pjwtqxbj918,0.0,73105,0.0,0.0,0.0,0.5282161830656814,0.3609680157661,0.0,-0.20046484505778267,-0.4536181586933362,-0.35574545007544334,-0.07083770103249805,1.76895336532003,-0.5832453027186209,0.4048,普通型,"【综合画像：普通型】（综合学习投入度居全校前 59.5%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwtqxbj920,0.0,119106,0.0,0.0,0.0,0.3872674025180751,0.26745104912100376,0.0,0.2923512232239298,-0.4536181586933362,-0.35574545007544334,-1.4859112514176673,-0.37179088125084464,1.324644315948261,0.8,普通型,"【综合画像：普通型】（综合学习投入度居全校前 20.0%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwtqxbj921,0.0,29814,0.0,0.0,0.0,0.42103472328447056,0.23583673436620922,0.0,-0.6642482500268836,-0.4536181586933362,-0.35574545007544334,-1.146899858071423,-1.0954901718560535,0.029033449351203222,0.5684,普通型,"【综合画像：普通型】（综合学习投入度居全校前 43.2%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
pjwtqxbj922,0.0,75186,0.0,0.0,0.0,0.46236458425538307,0.2911762029904756,0.0,-0.17817075931846735,-0.4536181586933362,-0.35574545007544334,-0.7319633621768662,0.1713136319422572,0.1001744441650626,0.5852,普通型,"【综合画像：普通型】（综合学习投入度居全校前 41.5%）
诊断归因：该生学习投入度保持在全体学生的常态均值区间。 线上学习任务完成度还有提升空间，建议辅导员适当督促。"
